video_id,comment
Enu1WEmcKiI,Another DIMOCRAP city full of thugs
Enu1WEmcKiI,How come all these niggas have the latest expensive cars but live in housing projects……?
Enu1WEmcKiI,It’s crazy how they all come out like roaches as soon as the sun goes down
Enu1WEmcKiI,Still can’t figure out while all those people just stand in the streets at all hours of the night. They just bored?
Enu1WEmcKiI,Do they steal the garbage cans in Chicago or they just can’t afford them trash is everywhere just a nasty place to live .
Enu1WEmcKiI,I sure hope you don’t get a flat tire or have any car problems while driving through all these hoods at night.
Enu1WEmcKiI,Are the cops going after these criminals or they just ban guns and go home?
Enu1WEmcKiI,So sick of these ignorant 🤡 wish I could push a button and rid the world of all these 🤡
Enu1WEmcKiI,I'm from the UK (apologies for the dumb question) just wondering how far this place is from O Block? Is this place worse?
Enu1WEmcKiI,Lots of degenerates.
Enu1WEmcKiI,Just spray raid and bugs are exterminated
Enu1WEmcKiI,its probably legit 12 am there and thats how many people are usually out. ive been through there at night
Enu1WEmcKiI,Please do not feed the animals.
Enu1WEmcKiI,Why aren't the cops doing anything to stop those people parking / stopping on the bicycle lanes.
Enu1WEmcKiI,"Guys, accept Jesus as your Lord and savior 

God created humans for us to be His children, and have close fellowship with Him.

In our freewill we fell in sin, and God had to give us over to our own ways because Hes Holy
 (Chicago being a good example)

But after the fall of sin God prophecied about Jesus our Messiah when He said : 

The seed of the woman will crush the head of the snake

This is a prophecy about Jesus coming and crushing the devil and sin

And this is summed up in john 3,16:

""For so did God love the world that He gave His only begotten Son so that whosoever believes im Him shall not perish but have everlasting life"""
Enu1WEmcKiI,"A few times in this video, looked like mfs almost pulled out the blinky on you! Stay safe Charlie! Content isn't worth more than your life."
Enu1WEmcKiI,Everyone just waddling around out in the road.
Enu1WEmcKiI,A lot cleaner looking streets than the bad areas in Philly. I guess because I don't see street addicts and homeless in W Garfield and people not dumping garbage everywhere. Something positive at least.
Enu1WEmcKiI,These places are dangerous for the civilians that are unwilling to fight back. You people own the streets. This is just like you fools Americans allow the Goverment to take from you over and over again while you just train your kids to give it all to them too. Then when the police is needed you get no police because of all the useless defunding police movement. We already had a problem and they take them out to add to the problem.
Enu1WEmcKiI,Falcon fuel! Falcon fuel! Falcon fuel!
Enu1WEmcKiI,Good old Shitcago!
Enu1WEmcKiI,Can somebody tell me why the cars look so flash but the housing is so filty?
Enu1WEmcKiI,That ain’t supposed to be racist. But fr I’ve never seen a white man in a dangerous area. Fr never in every Gang area park area at night I’ve never seen any white dude.
Enu1WEmcKiI,4CH..Four Corner Hustlers
Enu1WEmcKiI,It would be safer to live in Afghanistan 😂
Enu1WEmcKiI,You ever been shot at charlie?
Enu1WEmcKiI,How they stay up so late...they all got to get up early 4 work.
Enu1WEmcKiI,How you decide which hoods to get out and talk in even tho u aint in the set
Enu1WEmcKiI,They need to enforce a curfew at night.  Can't be having kids running around at 2AM.
Enu1WEmcKiI,Wow its like a war zone
Enu1WEmcKiI,love my city but i dont go to neighborhoods like these no more unless its 100% necessary
Enu1WEmcKiI,hey this is chicago for ya
Enu1WEmcKiI,Make sure they all got a nice car though so they can keep buying that oil
Enu1WEmcKiI,Its really odd seeing the streets looking like absolute shit but all the cars are immaculate and look brand new.
Enu1WEmcKiI,This is BLK america
Enu1WEmcKiI,they must really hate mondays
cKX4d0DH4YM,Nice view I live in Chicago bro I love Chicago it's my city 😊❤
cKX4d0DH4YM,Most insects and rodents come out at night. They scatter in the light.
cKX4d0DH4YM,The song is dumb but I imagine Chicago wanna be thugs listen to it and think it’s cool.
cKX4d0DH4YM,Okay ik this probably isn't abt o block but uysll be ove exaggerating over o'block like there actually nice ppl ye ther is gang violence othe than that its very peaceful and the ppl sre super nice there nice to whit ppl to (not being racist)
cKX4d0DH4YM,"They got rid of Lori Lightfoot, yay, but in comes Brandon Johnson. WTH!! Even worse!! Sad😢"
cKX4d0DH4YM,I was in chicago and it was like super safe everything was beautiful and nothing dangerous
cKX4d0DH4YM,All the hoodrats sleeping after a full night of degeneracy.
cKX4d0DH4YM,"Wherever you go in America, make sure it's predominantly white. Stay away from 'you know who'. Basically, stay away from the hoods."
cKX4d0DH4YM,Im from the West side of Chicago thas my hometown
cKX4d0DH4YM,I was born and lived in on the ss of Chi for 14 years  I don’t think that I had ever been to the West Side  that entire time.
cKX4d0DH4YM,Early bird gets the worm. Second mouse gets the cheese
cKX4d0DH4YM,Chicago on the south side is so dark at 5:30am
cKX4d0DH4YM,Taxpayers can expect to pay more than twice the stated amount for Chicago Mayor Brandon 'Lightfoot Buckwheat' Johnson’s recently-approved bond issue. Fact check you have the balls
cKX4d0DH4YM,Chicago use to be so beautiful
cKX4d0DH4YM,I remember hearing on the news about a robbery at 5:30...any other time it wouldn't have even made the news
cKX4d0DH4YM,Love my City!! Especially out west.
cKX4d0DH4YM,Coming off 290 @Kostner❤I see ya ✌🏾
cKX4d0DH4YM,"Ah yes, the part of Chicago that everyone think you have an 80% chance to be mugged and killed in every day"
cKX4d0DH4YM,"Have worked in a lot of high crime areas in Chicago and Milwaukee , certain zip codes get scheduled before noon"
cKX4d0DH4YM,Surprisingly nobody getting ready for work
cKX4d0DH4YM,that time of the day is the safest time I'll bet.
cKX4d0DH4YM,This must be in K -Town going towards Jackson over the Eisenhower Expressway ! This used to be one of the unsafest gas stations for all gang members on the West Side to go and get their gas including for the GDs already living in that neighborhood throughout the 80s because of all the local gangs ! GDs / 4CH / I.V.L  were like 2 Blocks away  from there and 4CH and IVL were always at war with each other !
cKX4d0DH4YM,Gang banging really starts at 9 or 10
cKX4d0DH4YM,We own that Gasstation 💯 s/o Tim Henderson always holding that bitch down !!
cKX4d0DH4YM,U close around my block
cKX4d0DH4YM,"Yeah dealers, gangbangers and the unemployed don’t do 5:30am.
The few serious people who live there are already hard at work. And the ones that make it a dangerous place, and actually deserve to live there are too lazy. They’ll wake up closer to pm."
cKX4d0DH4YM,Is that.Independence and ciscaro?
cKX4d0DH4YM,Is that o block
cKX4d0DH4YM,Rocks and blows!😮
cKX4d0DH4YM,My chicago looks like some paris
cKX4d0DH4YM,Them foos ain't up at 5:30 am- not like they have jobs to go to
cKX4d0DH4YM,when they stop tweaking off drugs lol
cKX4d0DH4YM,is it saturday or sunday because aint nobody going to work 😅 kinda weird no
cKX4d0DH4YM,lol you never been in a really bad place like a Mexican Neigborhood  and that’s in every town and city … I wish the strits where like this at least .
cKX4d0DH4YM,"At 530 am, most of the usual suspects are still in bed.  They don’t wake up til afternoon.  That the extent of their contribution."
cKX4d0DH4YM,I thought you was at United States but I got it wrong😅😅
cKX4d0DH4YM,Damn. Chicago is bad. Baltimore at 530 am looks like a Friday or Saturday night 10 people on every corner junkies running back and forth the streets so. much. chaos. That's prime dope selling hour.
cKX4d0DH4YM,Still better than Texas there’s history no suburban bs
cKX4d0DH4YM,The only thing that happens right here is car accidents
cKX4d0DH4YM,I live in metro Detroit
cKX4d0DH4YM,It’s nice there but very cold
cKX4d0DH4YM,I know that place. My aunt lives around whre she is still used to shootout
cKX4d0DH4YM,Am from Chicago so I know😂
cKX4d0DH4YM,This looks like birmingham alabama ngl
cKX4d0DH4YM,Early birds rushing to work everywhere.
cKX4d0DH4YM,Dam it's bright already it texas it's dark out still
cKX4d0DH4YM,i live over there
cKX4d0DH4YM,I cannot tell if that’s o block Or what someone Tell me if it’s o block or 63rd
cKX4d0DH4YM,Satan lives there. Pray the rosary 📿 for peace.
cKX4d0DH4YM,Go back at midnight😂
cKX4d0DH4YM,Sad cultural devastation!
cKX4d0DH4YM,Usa is shit
cKX4d0DH4YM,Summertime Chi
cKX4d0DH4YM,Looks nicer than my neighborhood
cKX4d0DH4YM,Smart song selection niggas don’t kno which song might get u popped on the wrong block 🤣🤣
cKX4d0DH4YM,Bro I’ve seen that exact gas station before because i live in Illinois
cKX4d0DH4YM,Looks pretty safe
cKX4d0DH4YM,They anit up yet bro go there at 1pm
cKX4d0DH4YM,Memphis waay rougher
cKX4d0DH4YM,Most of the time you mind your business and don't try to be something your not and you'll be fine.
cKX4d0DH4YM,I always ride through there
cKX4d0DH4YM,Thanks now I don’t have to waste a trip.
cKX4d0DH4YM,That’s the safest time to be out 😂
cKX4d0DH4YM,"I drive through there at 6am and it’s pretty quiet, even jobless people gotta sleep 😂"
cKX4d0DH4YM,Chicago is dirty and the only “safe” areas are too expensive to hang out.  Parking is 30$.
cKX4d0DH4YM,Low iq music for low iq people 🤦‍♂️
cKX4d0DH4YM,"Do east side Chicago aka Terrortown <<< look at the name of the city, Terror town is labeled the most dangerous side of Chicago, oblock is labeled the most dangerous street because of how many shooting are on that one street"
cKX4d0DH4YM,"the west side of chicago would be austin, thats the second worst neibhorhood in chicago"
cKX4d0DH4YM,Get me some backwoods from that marathon 5 pack
cKX4d0DH4YM,i am going to chicago next week hopefully it looks nice
cKX4d0DH4YM,The GDs writing Fake police statements for the black Lucifer family next door on the Southside of Chicago 🚫⚠️👀💯
cKX4d0DH4YM,POV: Syracuse west side be like all night
cKX4d0DH4YM,I guess everyone is asleep by 5?
cKX4d0DH4YM,I've passed by that gas station a couple of times at 2:00 am. None is around 😂
cKX4d0DH4YM,I wonder why all bad neighborhoods have blks in them 😂
cKX4d0DH4YM,Made out the gated community and in west CHICAGO
cKX4d0DH4YM,Like Frankfurt Germany 24/7 all day all season all hour 😂😂😂.
cKX4d0DH4YM,"that’s a suburb off 290, weird technicality"
cKX4d0DH4YM,The streets still look clean with street cleaning services outside of winter. Off these main streets can be leafy neatly lining housing with green fronts that look pretty darn good. The alleyways behind them less neat perhaps. Well built housing that survived generations still serving despite issues around them higher than neighborhoods less gang ridden.
cKX4d0DH4YM,Go to the south side
cKX4d0DH4YM,"That beat that’s playing:  
Rich Minion by Yeat"
cKX4d0DH4YM,I was there a few months back💀
cKX4d0DH4YM,We need to help our people instead of exploiting for views.
cKX4d0DH4YM,That’s close to my school just went to that station
cKX4d0DH4YM,IDK why many people in the South Side always commit crime
cKX4d0DH4YM,Chicago Westside isn’t that bad I live in Chicago I mean Chicago Westside is bad but my grandma and my auntie live On the Westside of Chicago and it’s not dangerous so stop making it seem like it’s bad.
cKX4d0DH4YM,Go back to sleep
cKX4d0DH4YM,L.A. THE REAL GANG CAPITAL 💯
cKX4d0DH4YM,LMAO!!! That's because no one there has a job!!
cKX4d0DH4YM,Nice sky
cKX4d0DH4YM,Didn’t ask
j0dOUk_dimE,full video on my channel! (title: I Investigated the Gun Violence Capital of America...)
j0dOUk_dimE,I think that’s about the black you don’t go to
j0dOUk_dimE,Sad world 🌎 we live
j0dOUk_dimE,𝑨𝒄𝒕𝒖𝒂𝒍𝒍𝒚 𝒊𝒕𝒔 𝒐 𝒃𝒍𝒐𝒄𝒌
j0dOUk_dimE,😮 yo I'm cooked because I go to Chicago every year in after tomorrow I'm going
j0dOUk_dimE,"You look homeless, and you are homeless."
j0dOUk_dimE,West up
j0dOUk_dimE,You don't get anywhere driving around talking shit about how dirty it is. If you wanna help help. If you wanna show reality that s cool do but you're just on some hype suot
j0dOUk_dimE,That's not THE most dangerous neighborhoods. Go over east. Go to the 100s
j0dOUk_dimE,the blackies ruin everything
j0dOUk_dimE,NOSE 👃
j0dOUk_dimE,Is that the goofball from 60 days in who quit after a few hours? 😂
j0dOUk_dimE,I live in Chicago and I never seen a bad guy
j0dOUk_dimE,Chicago ain't that bad anymore. It was alot worse back in 2012-2014. There are cities in the US a million times worse than Chicago.
j0dOUk_dimE,I was in Chicago for the first time and in less than 30 minutes of being parked. I get approached by a prostitute asking if I wanted service that's not a joke and if anyone is wondering no I declined
j0dOUk_dimE,Nah you do look homeless
j0dOUk_dimE,Groped*
j0dOUk_dimE,The girl that got grape don’t care about her life at all 💀 lol
j0dOUk_dimE,Any place where there is Black people is going to be bad in Chicago.
j0dOUk_dimE,"""I love Chicago!""

This guy's probably a contributor to all this crimes."
j0dOUk_dimE,Looks like the 3rd world
j0dOUk_dimE,"Chicago did you : 
The Pritzker family, heirs to the Hyatt Hotels fortune, possesses a vast fortune, with Illinois Governor JB Pritzker's individual wealth estimated over $3 billion and the family's total net worth reaching around $41.6 billion, making them one of America's wealthiest families, primarily through their vast business empire."
j0dOUk_dimE,Chicago seems like such a good city for the fascinating history and good restaurants communities vibrant neighbourhoods of different cultures backgrounds. How is it getting so bad what happened? Red lining
j0dOUk_dimE,How did Chicago get so bad? It seems Chicago is worse than Detroit. It’s worst day. What is happened to the city where going to this point?
j0dOUk_dimE,So much to tell those gangster filled neighbourhoods no our weather they’re fine for how many drugs they can’t fight the ultimate gangster corporate money. Look at South Central LA so many neighbourhoods taken over bought out by developers.(gentrification) Neighbourhood so different. It’s like two whole worlds opposite.
j0dOUk_dimE,Chicago needs to be isolated from the country. It's a stupid city that loves crimes. I don't want their stupid animals spreading. Put em down like animals if they act like it. This should be legal.
j0dOUk_dimE,Too many poor people
j0dOUk_dimE,I would slap her
j0dOUk_dimE,"Look, Mang 

My Uncle is a Democratic Governor from Oswego 

Him and his family care about me, and his Wife and kids are kind to me 

They're just scared for my sake, because I'm surrounded by scumbags in these neighborhoods, and my Father and his kid won't stop harassing me, and assaulting me, when I don't even live near them

Quite the scenario to be in, huh?"
j0dOUk_dimE,Disgusting ape city
j0dOUk_dimE,Bro chevila de Brazil 🇧🇷 is more dangerous than
j0dOUk_dimE,"Nuke the whole city nothing but useless,"
j0dOUk_dimE,The National Guard should be sent to South Chicago.
j0dOUk_dimE,I met some people in Oakland that moved there from Chicago and said it felt safer in oakland....that says a lot about chicago.
j0dOUk_dimE,Even worst than the crack era 😮got damn!!!! To hear someone say that who obviously lived through that era is crazy!
j0dOUk_dimE,That lady is totally correct people don't care about others
j0dOUk_dimE,It that racist white power movie marker now he has joke reels too. Hey I got an ideal for a reel let's ride to black hood with shit talking white dude. No one ever did this before.
j0dOUk_dimE,Around b never relax
j0dOUk_dimE,I see chicago raised their property taxes very high.This year
j0dOUk_dimE,"What happens when a Caucasian person wanders into this neighborhood,  death.  What happens when a black person wanders into a Caucasian neighborhood,  freedom from their black neighborhood.  Just ask Barack Obama, why he doesn't live in an all black neighborhood,  or Tina Turner if you could. ( Switzerland)😅"
j0dOUk_dimE,Drop a nuke on all the hood areas. All these niglets wanna be thugs and ruin their lives and everyone around them
j0dOUk_dimE,Yeah people don't care about people anymore
j0dOUk_dimE,These ppl  assaulting our American  government who   fighting to keep citizens save should lose their citizenship. And b deported for trying overthrow  government . 🇺🇸🇺🇸🇺🇸🇺🇸
j0dOUk_dimE,Chicago is in fact 23rd among major u.s. cities in gun deaths on a per capita basis.
j0dOUk_dimE,But that’s what happens when there’s a lot of people in the city and there’s nothing you guys are going to or can do about it so cry me a rubber continue to only see the one video when you type in the name you guys can’t research
j0dOUk_dimE,Me because my cousin lives in Chicago.......😢
j0dOUk_dimE,"Blacks areas are always dangerous areas, why they don't say that"
j0dOUk_dimE,They don't give us nothing. Who is they?
j0dOUk_dimE,Chicago is a part of Africa now
j0dOUk_dimE,"Είναι η χώρα των ίσων ευκαιριών? Όχι βέβαια είναι κόλαση καί λέγεται Αμερική.Οταν οι ίδιοι οι κυβερνώντες, νομιμοποιούν την χρήση όπλων, πώς είναι δυνατόν να είναι γεμάτη ειρήνη η ζωή τους?Οι ειδήσεις παίζουν συνεχώς για εφήβους που με τη χρήση όπλων αφαιρούν ζωές άλλων παιδιών.Η χειρότερη χώρα για να μεγαλώνει κανείς παιδιά."
j0dOUk_dimE,Worse then the crack era they said in a city the safest it’s been for 40 years
j0dOUk_dimE,Chicago's not like most cities it's very segregated it's not about pockets. Downtown Northside and Northwest is beautiful for miles
j0dOUk_dimE,Bro I'd beat yo white as don't play with my city like that you can go anywhere in the world n shit worst than here. I'm more scared of schools church's work and clubs in the south cuz of some whitie with n AR tf
j0dOUk_dimE,Democrats are destroying society
j0dOUk_dimE,Sad Chicago is a dump if u live there by choice u need to revalue ur life 🐀
j0dOUk_dimE,"Hahahaha, that guy saying it's not there where they were standing on Chicago and State. Supposed to be a good neighborhood, but so many shootings just right there!"
j0dOUk_dimE,U walked arpund a bit and acted scared for a little. Pussies
j0dOUk_dimE,First white guy I've seen runs away from danger and it was just a car wreck? People not caring about each other is a true statement
j0dOUk_dimE,Nah. Nope. No. /
j0dOUk_dimE,Go look at Niagara Falls just as bad
j0dOUk_dimE,Never Relax Around Blacks!
j0dOUk_dimE,The way they live is the life they want
j0dOUk_dimE,I'm glad I was never born in chicago
j0dOUk_dimE,This is what the news dosnt do
j0dOUk_dimE,Now its even worse thanks to the violent protesters
j0dOUk_dimE,Real Gotham City
j0dOUk_dimE,"“Dey don’t give us nuffin’!!”
Go get a damn job."
j0dOUk_dimE,Yeah they alway want to say its the blacks but never looknto she that the white polices are the very thung thats creating this bullshit.😡😡🤬🤬 Say what you wnat the truth is never defeat 💯
j0dOUk_dimE,And that mayor said its okay noting  is going on here. And he's gonna take trump to court. Hahahah. U cant do that at all
j0dOUk_dimE,"Now you have Trump and get out of his way because he’s gonna stop a mud hole in the ass of JD Pritzker the man who wants to ignore your pain criminality you should be afraid it’s called Maga and we want you the hell out of Chicago yesterday! 😂😂😂😂😂😂 you’re in Fort now enjoy the ride. Can’t wait to watch it on my local news. Don Trump did a better job than the mayor and the governor of Illinois. Can’t wait to them moaning and complaining. Yeah, an authoritarian dictator was keeping people safe I pulled the law is not the definition of what a dictator is or or authoritarian Dipshit is the definition of a governor of Illinois or California for that matter that’s my definition so hey YouTube, you have paused my freedom of speech because it hurt somebody’s feelings and you’re your community guidelines.😂"
j0dOUk_dimE,lol so it’s cool when Uncle Sam gives you shit but not when it goes to someone else. How about Uncle Sam doesn’t give anyone anything and people just work. If you don’t work you don’t eat. Very simple
j0dOUk_dimE,"Anyone who is from Chicago, give them a map and some crayons. They will color each neighborhood by race and by where the dangerous parts in Chicago are. Don’t assume I’m being racist because there are good neighbors and bad neighbors in every race."
j0dOUk_dimE,I bet 90 percent of the crimes are committed by black people....but you see comments like people don't care about each other.....such liars..
j0dOUk_dimE,"My girlfriend wants to move to Chicago, I don’t mind but I wanna look for the safest spots. Saving up to move to Japan but first gotta stay in America a bit until I get the money and I’m not 18 yet"
j0dOUk_dimE,Democracks are crazy
j0dOUk_dimE,And democrats are still trying to convince us everything is fine… enemies of humanity
j0dOUk_dimE,But Brandon said that Chicago is safe.
j0dOUk_dimE,Demokkkrats destroying everything they touch
j0dOUk_dimE,Nukes city 🏙️ in command
j0dOUk_dimE,But what about all the white supremacy.   Now that's the problem
j0dOUk_dimE,"This is misleading, Chicago is getting much better"
j0dOUk_dimE,Plus..Da Bears are Terrible
j0dOUk_dimE,Listen to the Chicago police scanner. You won't believe your ears.
j0dOUk_dimE,You get money for doing tohe right
j0dOUk_dimE,I got back up coming
j0dOUk_dimE,Stop up
j0dOUk_dimE,"Zero tolerance ,i dont know how any body can ""love"" in this shit hole .
Who would start a business here .? Just a dump  run by idiots ."
j0dOUk_dimE,"I'll  , roll / up ! 🎉🎉🎉🎉🎉🎉🎉😂"
j0dOUk_dimE,"During my time in Chicago, I can attest that violence is overrated.  Additionally, it sells; the media often shows short clips."
j0dOUk_dimE,City's revean comes from drug money that's why they don't want trump to clean up this shit
j0dOUk_dimE,Time to clean up 😢
j0dOUk_dimE,Chicago is a dump thanks to politicians.
j0dOUk_dimE,The statement that “it’s worse than the crack years” is false but understandable because the center of the crime in the crack years were the housing projects which were considered the worst in the nation at the time projects like Cabrini green and Robert Taylor were symbols of urban decay and were some of the most dangerous places in all of north America but since the projects came down the people living in those projects moved into formerly wealthier neighborhoods and turned those neighborhoods into hell holes so it’s false to say Chicago is worse now than it was 50-30 years ago but it’s a reasonable viewpoint
j0dOUk_dimE,"ON THE FLIP SIDE OF THIS CHAOS, BIG STREET UNITY IS GROWING ACROSS THE CITY.✓"
j0dOUk_dimE,If you think violent crime is bad look at traffic crime. The amount of road rage drivers is insane.
j0dOUk_dimE,ASK PEOPLE IN NEW YORK BRO
j0dOUk_dimE,"Demonic possession is what causes this violence and chaos.  Where ever you see chaos, know it is demonic activity.  Pray over Chicago!"
j0dOUk_dimE,And who all is responsible for that violence?
j0dOUk_dimE,Criminalizing poverty!! A great American pastime!
5Sr9YYSCNTM,"North side is very well protected. Democrats have to have affluent whites keep voting democrat and participating in protests."
5Sr9YYSCNTM,This anime character is correct
5Sr9YYSCNTM,Girl I said in Chicago's real or people don't want to talk about
5Sr9YYSCNTM,Cute girl
5Sr9YYSCNTM,"Chicago is a pretty Ok city I’ve been living your mine entire life, and I’ve never been hurt unless I started a fight or ended it"
5Sr9YYSCNTM,Born and raised stooge
5Sr9YYSCNTM,No
5Sr9YYSCNTM,I wanna go there cuz it seems an interesting place but not at the risk of dying
5Sr9YYSCNTM,Not at all
5Sr9YYSCNTM,Milwaukee 😂 Killwaukee
5Sr9YYSCNTM,A channel for morons
5Sr9YYSCNTM,"If your a gang member, sooner or later you’ll get shot"
5Sr9YYSCNTM,You can be at the wrong place at the wrong time anywhere... be street smart and lessen those odds. Chicago is great.
5Sr9YYSCNTM,"As a local, we are not even the top comparing to violent crime per capita, just look it up! The city is mostly safe besides a few neighborhoods, like Cabrini green was a bad one, but now it doesn’t exist!"
5Sr9YYSCNTM,Locals didn’t make that name up …Trump and his right wingers did when they lied about Chicago deaths vs Iraq death
5Sr9YYSCNTM,No!
5Sr9YYSCNTM,"There’s a higher violent crime rate in Jacksonville Fl than there is in Chicago, I lived in Chicago 68 years without an in incident. Usually some asshole republican spreading disinformation about Chicago-rudy guiliani comes to mind"
5Sr9YYSCNTM,"I’ve been here for years now and I’ve never heard that. Nor have I actually witnessed any violence. I witnessed far more violence in Riverside, Fort Worth, Texas. I know violence happens here, but I think people haven’t taken a look at how much compared to other places in a while. Detroit is far worse, from what I hear."
5Sr9YYSCNTM,No you’re white and you prolly frm a good ass neighborhood in Chicago. Not evb deals with the bad of Chicago.
5Sr9YYSCNTM,No locals call it Chi-raq. It’s always people from the suburbs or surrounding areas.
5Sr9YYSCNTM,"I’m only here because someone actually told me they talk about Chicago and think it’s dangerous. It’s the nicest and most beautiful place! Really friendly people, good food, fun things to do, etc"
5Sr9YYSCNTM,Where is your upper lip?
5Sr9YYSCNTM,Burbs kid^
5Sr9YYSCNTM,Definitely dangerous
5Sr9YYSCNTM,"No fucking local says chiraq, we tell people to stfu and stop saying that"
5Sr9YYSCNTM,"I’ve lived in this city since  I was born, I’ve lived on the southside in every neighborhood. I’ve lived in Jeffrey Manor why you take a walk around there and you see just how nice it is. I also lived in Beverly very nice area and I lived in Bridgeport relatively safe area a lot of theft goes out there and I’ve lived in Chicago lawn out by Midway. That’s also a very nice area. You need to know where to stay out of before you start talking about this City any assumption you will find is incorrect especially when a person in their 20s talks about they’ve been here a long timelike this person"
5Sr9YYSCNTM,Chicago is perfectly fine if 1) stay inside the loop 2) stay off the CTA and 3) take normal personal safety precautions. Find out the worst crime areas (southside and far west side) and don't go there.
5Sr9YYSCNTM,I lived there in 96. The most dangerous year ever. Never felt unsafe once
5Sr9YYSCNTM,"Don't be so precious.
In my day, people abroad would point their fingers and make Tommy-Gun noises and say ""Al Capone"" when I told them I was from Chicago"
5Sr9YYSCNTM,"This is a busy, vibrant city.  You have to pay attention to where you are and where you are going.  Can you stoll around at 1, 2, 3 in the morning - probably no.  There are gangs and thieves.   You need common sense.  I have travelled throughout Europe and no one has asked me if I have been shot.  This is stupid."
5Sr9YYSCNTM,I would never go to Chicago and I just live 1 state over
5Sr9YYSCNTM,NORTHSHORE RESIDENTS DONT GET AFFECTED BY THE KILLINGS; ITS THE INNER CITY FOLKS.
5Sr9YYSCNTM,This girl is from the suburbs not Chicago
5Sr9YYSCNTM,Yes it is .
5Sr9YYSCNTM,"Trust Me... Chicago Is Very Dangerous! If You Walk Into The Wrong Neighborhood At Night. You Might Just Find Yourself Getting Ass Raped By ""MR. T"" ..... He Will Piddy Da Foolz Butt Hole If You Enter His Hood Without Permission From The A-Team! 😮"
5Sr9YYSCNTM,Lies by the Republicans
5Sr9YYSCNTM,"It’s a crime ridden city. Thank your lucky stars that you have not been raped, carjacked or killed. You don’t mention how much of your time is spent out at night.😂😂"
5Sr9YYSCNTM,Depends on where you live in the city
5Sr9YYSCNTM,it is I lived in chicago and got shot at in a parade
5Sr9YYSCNTM,"Ev il    sa. dist Woman in Chicago used2work as a hu.man relations commissioner. evid ence is in Oprah Winfrey old interview watch b4 they delete it bcoz her
 je wi sh   daugh ter  was interviewed"
5Sr9YYSCNTM,Yeah a few spots in south Chicago are bad. But since Chicago is a hyper racially and economically segregated city  it doesn’t really matter.
5Sr9YYSCNTM,"Meanwhile for reference when turists say something like that, Chicago is more violent then any of the worst dangerous European cities by a good margin in Crime Index, violent crimes are even much higher. So it is a fucking war zone to the  developed rest of the world"
5Sr9YYSCNTM,Try ordering from JJ Fish & Chicken in Englewood at 11p.m. and you find out how dangerous it is.
5Sr9YYSCNTM,I’m from NY and you’ll be just fine there as you will be in Chicago lmao as long as you stay on the good part of the city and just observant you’ll be fine. As for car jackings yes that’s something you can’t control 😂😂😂 but most people cars are fine. All cities have their good and bad parts lol all that shit they say is just to make them seem worse than their competitors
5Sr9YYSCNTM,"Bro, if you’re in the West or Chicago that’s the most dangerous part, bro I found a video of a crash car and these cars be suspicious"
5Sr9YYSCNTM,Depends on what part of Chicago.
5Sr9YYSCNTM,Locals don't say chiraq.
5Sr9YYSCNTM,Asking a sno bunni if she's ever been shot is crazy work 😂
5Sr9YYSCNTM,Brandonites commit crimes and escape justice. Take that from an expat.
5Sr9YYSCNTM,"Born and raised in Chi-town. It is dangerous. Had a gun placed at my head, almost got car jacked, got my car window smashed by a man trying to grab my wife"
5Sr9YYSCNTM,It’s chiraq on the south but a lot of the tourists spots near navy pier are usually fine
5Sr9YYSCNTM,"Correction snow bunny, it's Killinos Chiraq."
5Sr9YYSCNTM,Its not as dangerous for you because you probably lived in a nice area. Im a half black halx mexican from the southside and I used to get shot at walking home from school at 13 years old.
5Sr9YYSCNTM,"I want My 1 minute back, she fail to give the final result, video ends before that."
5Sr9YYSCNTM,chi raq 😭
5Sr9YYSCNTM,Chicago is a city with global status. Rich history and filmed in many hollywood movies. It's beautiful but now run by corruption. I never experienced theft or violence and grew up there. The last 2 decades has changed the fabric of every city if not the world.
5Sr9YYSCNTM,it's not only the international rep - it's also the national one too.
5Sr9YYSCNTM,No locals call it “Chiraq”
5Sr9YYSCNTM,Your elected officials are reelected by career criminals. These are the ones to worry about.
5Sr9YYSCNTM,I’m from Chicago and moved to Florida got pulled over they took one look at my license and asked if I had any guns or other weapons in the car. When I asked why they thought that they said you guys are violent.
5Sr9YYSCNTM,It is safer than many cities and better than all of them.
5Sr9YYSCNTM,"I am a Japanete living in Chicago (I moved in here 3 years ago from NY, 10 years ago from Japan).

didn't know the nickname! interesting😊"
5Sr9YYSCNTM,"Please read: I visited Chicago recently. I walked around downtown at night and felt safe. Downtown Chicago has clean streets and sidewalks. The downtown area was far cleaner than that of Toronto, where I live. Three facts: Most violence in Chicago is in a few slums, Memphis has twice the murder rate of Chicago, and Caracas has 3 times the annual murders of Chicago."
5Sr9YYSCNTM,"Fuck no, I’ve lived in Chicago for all 17 years of my life and I’ve never been, mugged, shot, stabbed, robbed, etc. we’re just a normal city even down south here, a community if you will, where we offer eachother a hotdog with no mustard and talk around around a grill about the weather, best beer, and how bad the sports teams are.                             *this is paradise*"
5Sr9YYSCNTM,Terrible video. It ended too soon. Her phone probably got stolen during the recording
5Sr9YYSCNTM,"Nobody local says ChiRaq

Your channel sucks"
5Sr9YYSCNTM,"Your gorgeous, I am a ♋️ and live on the south side. Your smile is adorable 😍"
5Sr9YYSCNTM,Im from Chicago ☺️
5Sr9YYSCNTM,I lived in Chicago on the south side for 5-6 years of my life when I was younger and honestly it wasn’t too bad
5Sr9YYSCNTM,Go down to  Southside.
